Year,Round,Race,Driver,Start,Actual,Predicted,Misplacement,AbsMisplacement
2025,13,Belgian Grand Prix,VER,4,4,3,-1,1
2025,13,Belgian Grand Prix,LEC,3,3,4,1,1
2025,13,Belgian Grand Prix,RUS,6,5,5,0,0
2025,13,Belgian Grand Prix,STR,16,14,6,-8,8
2025,13,Belgian Grand Prix,HAD,8,20,7,-13,13
2025,13,Belgian Grand Prix,OCO,11,15,8,-7,7
2025,13,Belgian Grand Prix,ALB,5,6,9,3,3
2025,13,Belgian Grand Prix,TSU,7,13,10,-3,3
2025,13,Belgian Grand Prix,HUL,14,12,11,-1,1
2025,13,Belgian Grand Prix,GAS,13,10,12,2,2
2025,13,Belgian Grand Prix,LAW,9,8,13,5,5
2025,13,Belgian Grand Prix,BOR,10,9,14,5,5
2025,13,Belgian Grand Prix,BEA,12,11,15,4,4
2025,13,Belgian Grand Prix,COL,15,19,16,-3,3
2025,14,Hungarian Grand Prix,NOR,3,1,1,0,0
2025,14,Hungarian Grand Prix,PIA,2,2,2,0,0
2025,14,Hungarian Grand Prix,LEC,1,4,3,-1,1
2025,14,Hungarian Grand Prix,HAM,12,12,4,-8,8
2025,14,Hungarian Grand Prix,VER,8,9,5,-4,4
2025,14,Hungarian Grand Prix,RUS,4,3,6,3,3
2025,14,Hungarian Grand Prix,ANT,15,10,7,-3,3
2025,14,Hungarian Grand Prix,HAD,10,11,8,-3,3
2025,14,Hungarian Grand Prix,BEA,11,20,9,-11,11
2025,14,Hungarian Grand Prix,SAI,13,14,10,-4,4
2025,14,Hungarian Grand Prix,LAW,9,8,11,3,3
2025,14,Hungarian Grand Prix,ALO,5,5,12,7,7
2025,14,Hungarian Grand Prix,STR,6,7,13,6,6
2025,14,Hungarian Grand Prix,GAS,16,19,14,-5,5
2025,14,Hungarian Grand Prix,COL,14,18,15,-3,3
2025,14,Hungarian Grand Prix,BOR,7,6,16,10,10
2025,15,Dutch Grand Prix,PIA,1,1,1,0,0
2025,15,Dutch Grand Prix,NOR,2,18,2,-16,16
2025,15,Dutch Grand Prix,ALO,10,8,3,-5,5
2025,15,Dutch Grand Prix,VER,3,2,4,2,2
2025,15,Dutch Grand Prix,HAM,7,20,5,-15,15
2025,15,Dutch Grand Prix,LEC,6,20,6,-14,14
2025,15,Dutch Grand Prix,ALB,15,5,7,2,2
2025,15,Dutch Grand Prix,RUS,5,4,8,4,4
2025,15,Dutch Grand Prix,TSU,12,9,9,0,0
2025,15,Dutch Grand Prix,ANT,11,16,10,-6,6
2025,15,Dutch Grand Prix,SAI,9,13,11,-2,2
2025,15,Dutch Grand Prix,COL,16,11,12,1,1
2025,15,Dutch Grand Prix,LAW,8,12,13,1,1
2025,15,Dutch Grand Prix,GAS,14,17,14,-3,3
2025,15,Dutch Grand Prix,BOR,13,15,15,0,0
2025,15,Dutch Grand Prix,HAD,4,3,16,13,13
2025,16,Italian Grand Prix,NOR,2,2,1,-1,1
2025,16,Italian Grand Prix,PIA,3,3,2,-1,1
2025,16,Italian Grand Prix,LEC,4,4,3,-1,1
2025,16,Italian Grand Prix,VER,1,1,4,3,3
2025,16,Italian Grand Prix,SAI,13,11,5,-6,6
2025,16,Italian Grand Prix,RUS,5,5,6,1,1
2025,16,Italian Grand Prix,ALB,14,7,7,0,0
2025,16,Italian Grand Prix,HAM,10,6,8,2,2
2025,16,Italian Grand Prix,TSU,9,13,9,-4,4
2025,16,Italian Grand Prix,HUL,12,20,10,-10,10
2025,16,Italian Grand Prix,BOR,7,8,11,3,3
2025,16,Italian Grand Prix,ALO,8,20,12,-8,8
2025,16,Italian Grand Prix,STR,16,18,13,-5,5
2025,16,Italian Grand Prix,OCO,15,15,14,-1,1
2025,16,Italian Grand Prix,BEA,11,12,15,3,3
2025,16,Italian Grand Prix,ANT,6,9,16,7,7
2025,17,Azerbaijan Grand Prix,LEC,10,9,1,-8,8
2025,17,Azerbaijan Grand Prix,HAM,12,8,2,-6,6
2025,17,Azerbaijan Grand Prix,VER,1,1,3,2,2
2025,17,Azerbaijan Grand Prix,LAW,3,5,4,-1,1
2025,17,Azerbaijan Grand Prix,RUS,5,2,5,3,3
2025,17,Azerbaijan Grand Prix,ANT,4,4,6,2,2
2025,17,Azerbaijan Grand Prix,NOR,7,7,7,0,0
2025,17,Azerbaijan Grand Prix,HAD,8,10,8,-2,2
2025,17,Azerbaijan Grand Prix,STR,14,17,9,-8,8
2025,17,Azerbaijan Grand Prix,SAI,2,3,10,7,7
2025,17,Azerbaijan Grand Prix,COL,16,19,11,-8,8
2025,17,Azerbaijan Grand Prix,PIA,9,20,12,-8,8
2025,17,Azerbaijan Grand Prix,ALO,11,15,13,-2,2
2025,17,Azerbaijan Grand Prix,BEA,15,12,14,2,2
2025,17,Azerbaijan Grand Prix,BOR,13,11,15,4,4
2025,17,Azerbaijan Grand Prix,TSU,6,6,16,10,10
2025,18,Singapore Grand Prix,NOR,5,3,1,-2,2
2025,18,Singapore Grand Prix,LEC,7,6,2,-4,4
2025,18,Singapore Grand Prix,VER,2,2,3,1,1
2025,18,Singapore Grand Prix,RUS,1,1,4,3,3
2025,18,Singapore Grand Prix,PIA,3,4,5,1,1
2025,18,Singapore Grand Prix,ALO,10,7,6,-1,1
2025,18,Singapore Grand Prix,BOR,14,17,7,-10,10
2025,18,Singapore Grand Prix,LAW,12,15,8,-7,7
2025,18,Singapore Grand Prix,TSU,13,12,9,-3,3
2025,18,Singapore Grand Prix,HAM,6,8,10,2,2
2025,18,Singapore Grand Prix,HAD,8,11,11,0,0
2025,18,Singapore Grand Prix,ANT,4,5,12,7,7
2025,18,Singapore Grand Prix,HUL,11,20,13,-7,7
2025,18,Singapore Grand Prix,BEA,9,9,14,5,5
2025,18,Singapore Grand Prix,COL,16,16,15,-1,1
2025,18,Singapore Grand Prix,STR,15,13,16,3,3
2025,19,United States Grand Prix,NOR,2,2,1,-1,1
2025,19,United States Grand Prix,PIA,6,5,2,-3,3
2025,19,United States Grand Prix,VER,1,1,3,2,2
2025,19,United States Grand Prix,HUL,11,8,4,-4,4
2025,19,United States Grand Prix,RUS,4,6,5,-1,1
2025,19,United States Grand Prix,ALO,10,10,6,-4,4
2025,19,United States Grand Prix,BOR,16,18,7,-11,11
2025,19,United States Grand Prix,TSU,13,7,8,1,1
2025,19,United States Grand Prix,HAM,5,4,9,5,5
2025,19,United States Grand Prix,LAW,12,11,10,-1,1
2025,19,United States Grand Prix,ANT,7,13,11,-2,2
2025,19,United States Grand Prix,GAS,14,19,12,-7,7
2025,19,United States Grand Prix,BEA,8,9,13,4,4
2025,19,United States Grand Prix,COL,15,17,14,-3,3
2025,19,United States Grand Prix,SAI,9,20,15,-5,5
2025,19,United States Grand Prix,LEC,3,3,16,13,13
2025,20,Mexico City Grand Prix,VER,5,3,1,-2,2
2025,20,Mexico City Grand Prix,ANT,6,6,2,-4,4
2025,20,Mexico City Grand Prix,HAM,3,8,3,-5,5
2025,20,Mexico City Grand Prix,LEC,2,2,4,2,2
2025,20,Mexico City Grand Prix,HAD,8,13,5,-8,8
2025,20,Mexico City Grand Prix,RUS,4,7,6,-1,1
2025,20,Mexico City Grand Prix,BEA,9,4,7,3,3
2025,20,Mexico City Grand Prix,ALO,14,20,8,-12,12
2025,20,Mexico City Grand Prix,OCO,11,9,9,0,0
2025,20,Mexico City Grand Prix,SAI,12,17,10,-7,7
2025,20,Mexico City Grand Prix,PIA,7,5,11,6,6
2025,20,Mexico City Grand Prix,HUL,13,20,12,-8,8
2025,20,Mexico City Grand Prix,NOR,1,1,13,12,12
2025,20,Mexico City Grand Prix,LAW,15,20,14,-6,6
2025,20,Mexico City Grand Prix,BOR,16,10,15,5,5
2025,20,Mexico City Grand Prix,TSU,10,11,16,5,5
2025,21,São Paulo Grand Prix,PIA,4,5,1,-4,4
2025,21,São Paulo Grand Prix,RUS,6,4,2,-2,2
2025,21,São Paulo Grand Prix,SAI,15,13,3,-10,10
2025,21,São Paulo Grand Prix,ALO,11,14,4,-10,10
2025,21,São Paulo Grand Prix,NOR,1,1,5,4,4
2025,21,São Paulo Grand Prix,LEC,3,20,6,-14,14
2025,21,São Paulo Grand Prix,BEA,8,6,7,1,1
2025,21,São Paulo Grand Prix,ALB,12,11,8,-3,3
2025,21,São Paulo Grand Prix,LAW,7,7,9,2,2
2025,21,São Paulo Grand Prix,COL,16,15,10,-5,5
2025,21,São Paulo Grand Prix,HAD,5,8,11,3,3
2025,21,São Paulo Grand Prix,ANT,2,2,12,10,10
2025,21,São Paulo Grand Prix,HAM,13,20,13,-7,7
2025,21,São Paulo Grand Prix,STR,14,16,14,-2,2
2025,21,São Paulo Grand Prix,HUL,10,9,15,6,6
2025,21,São Paulo Grand Prix,GAS,9,10,16,6,6
2025,22,Las Vegas Grand Prix,VER,2,1,1,0,0
2025,22,Las Vegas Grand Prix,NOR,1,20,2,-18,18
2025,22,Las Vegas Grand Prix,SAI,3,5,3,-2,2
2025,22,Las Vegas Grand Prix,LEC,9,4,4,0,0
2025,22,Las Vegas Grand Prix,ALB,16,20,5,-15,15
2025,22,Las Vegas Grand Prix,RUS,4,2,6,4,4
2025,22,Las Vegas Grand Prix,PIA,5,20,7,-13,13
2025,22,Las Vegas Grand Prix,ALO,7,11,8,-3,3
2025,22,Las Vegas Grand Prix,HAD,8,6,9,3,3
2025,22,Las Vegas Grand Prix,OCO,13,9,10,1,1
2025,22,Las Vegas Grand Prix,HUL,11,7,11,4,4
2025,22,Las Vegas Grand Prix,GAS,10,13,12,-1,1
2025,22,Las Vegas Grand Prix,BEA,14,10,13,3,3
2025,22,Las Vegas Grand Prix,STR,12,20,14,-6,6
2025,22,Las Vegas Grand Prix,LAW,6,14,15,1,1
2025,22,Las Vegas Grand Prix,COL,15,15,16,1,1
2025,23,Qatar Grand Prix,LEC,10,8,1,-7,7
2025,23,Qatar Grand Prix,VER,3,1,2,1,1
2025,23,Qatar Grand Prix,SAI,7,3,3,0,0
2025,23,Qatar Grand Prix,NOR,2,4,4,0,0
2025,23,Qatar Grand Prix,PIA,1,2,5,3,3
2025,23,Qatar Grand Prix,RUS,4,6,6,0,0
2025,23,Qatar Grand Prix,ALO,8,7,7,0,0
2025,23,Qatar Grand Prix,ANT,5,5,8,3,3
2025,23,Qatar Grand Prix,HUL,11,20,9,-11,11
2025,23,Qatar Grand Prix,BEA,13,20,10,-10,10
2025,23,Qatar Grand Prix,ALB,14,11,11,0,0
2025,23,Qatar Grand Prix,HAD,6,18,12,-6,6
2025,23,Qatar Grand Prix,TSU,15,10,13,3,3
2025,23,Qatar Grand Prix,GAS,9,16,14,-2,2
2025,23,Qatar Grand Prix,OCO,16,15,15,0,0
2025,23,Qatar Grand Prix,LAW,12,9,16,7,7
